name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publishers,developers,publisherClass_Indie
11F,19-04-2024,0.0001069670488786,0.2698079231692677,7.615219752697764e-05,1.318908909352338,83,PUMPKIM,PUMPKIM,True
Trash of the Titans,29-05-2024,8.367373774815755e-05,0.2698079231692677,6.87919775224676e-05,6.117247158799763,98,Thayer and Back Again,Thayer and Back Again,True
Sophia the Traveler,11-04-2024,0.0002068745327918,0.2698079231692677,0.0008922383234601,2.18323889731405,90,Thermite Games,Memo Gogo,True
Saki and the Crucible of Debauchery,25-07-2024,0.0004305033326677,0.2698079231692677,0.0023919266152451,2.3790812982022453,96,"Mango Party,Mango Party News",ofuroworks,True
KeepUp Survival,05-03-2024,0.0007542348118014,0.2698079231692677,0.0045966312562811,8.238716732494117,68,Witte Studio,Witte Studio,True
南栀 Unwavering love,28-02-2024,0.0002878806008294,0.2698079231692677,0.0008553213144611,5.145861173504191,0,白露社,白露社,True
Dungeons and Robots,23-01-2024,0.0001752203543979,0.2698079231692677,0.0001517828046599,3.345569342795724,44,Glow Games Studio,Glow Games Studio,True
Beach Club Simulator 2024,16-08-2024,0.0002365442251815,0.2698079231692677,0.0005683306887734,5.27093331340532,82,Catsupp Games,Catsupp Games,True
Slice & Dice,20-03-2024,0.0025080975162108,0.2698079231692677,0.018918170522852,20.542735392217416,97,Tann,Tann,True
Rebirth! New Lover,06-08-2024,0.0001539115292715,0.2698079231692677,0.0005515238871883,3.3820040022280256,91,次元边界,次元边界,True
Sketchy's Contract,09-04-2024,0.0016366478999355,0.2698079231692677,0.0100543502986018,10.275375648935109,83,Dimensionless Games,Dimensionless Games,True
First Cut: Samurai Duel,17-01-2024,0.0014961397843312,0.2698079231692677,0.010011290113851,4.945140092145561,88,Night Eyes Interactive,Night Eyes Interactive,True
Special Operations Unit - SIGNAL FORCES,21-03-2024,0.0002744121220473,0.2698079231692677,0.0013583372950055,2.590459109546948,85,Mango Party,ankoku marimokan,True
Multi Turret Academy,18-01-2024,0.0005599503787407,0.2698079231692677,0.0033396563611802,10.859354431064316,97,Scarlet Academy,Scarlet Academy,True
Nordic Ashes: Survivors of Ragnarok,26-04-2024,0.0114918005918192,0.2698079231692677,0.0470432808174874,18.57573295137028,88,Noxfall Studios,Noxfall Studios,True
Fruit Mountain,17-03-2024,0.0004824903594645,0.2698079231692677,0.0029373363039258,11.539945662135423,0,BeXide Inc.,BeXide Inc.,True
hololive Treasure Mountain,31-07-2024,0.0011481715499011,0.2698079231692677,0.0078405757801586,8.571670578322678,97,holo Indie,BeXide Inc.,True
反转21克,01-02-2024,0.001485371507817,0.2698079231692677,0.0079458790852625,11.705099196192378,76,想象颗粒,想象颗粒,True
DEFENDUN : Hero Defense,14-02-2024,0.000205573230494,0.2698079231692677,0.0003080281049131,7.923647630905813,77,Gonggamorecontents Inc.,Gonggamorecontents Inc.,True
Mirror of Heaven,01-06-2024,0.0005684413762338,0.2776110444177671,0.0032152280749622,16.510882014762892,81,Leyo Games,EnjoyPlay Ltd,True
POOLS,26-04-2024,0.0024319387992324,0.2938175270108042,0.0174660338886551,2.8443771540274825,95,"Tensori,UNIKAT Label",Tensori,True
Inn Tycoon,26-08-2024,0.000148608722408,0.2971188475390156,0.0004896574710087,4.334262378938257,87,"Evil Goose Games,Gamersky Games",Evil Goose Games,True
LONESTAR,18-01-2024,0.0011784268283248,0.2998199279711884,0.0069091602226588,20.516837545390125,0,Thermite Games,Math Tide,True
Farmer's Father: Save the Innocence,25-03-2024,0.0001074225046828,0.2998199279711884,0.0002587088354341,5.095922865792561,51,"FreeMind S.A.,PlayWay S.A.",FreeMind S.A.,True
"SEX, Stocks & Cocks",08-06-2024,0.0001499750898207,0.2998199279711884,0.0002608821287425,1.950707515099464,89,Lust Desires 🖤,Lust Desires 🖤,True
Retrowave World,10-05-2024,0.0001387838900597,0.2998199279711884,0.0003898598422861,6.393304313510181,83,RewindApp,RewindApp,True
Deep Rock Galactic: Survivor,14-02-2024,0.044536680751312,0.2998199279711884,0.3041741024689829,21.29562386113439,86,Ghost Ship Publishing,Funday Games,True
Turbo Golf Racing,04-04-2024,0.000872750918573,0.2998199279711884,0.006380760176272,8.278991424104499,86,Hugecalf Studios,Hugecalf Studios,True
Magic Pussy: Chapter 2,13-01-2024,0.0011676260192531,0.2998199279711884,0.0066227781190975,2.612123877243422,75,Taboo Tales 💘,Taboo Tales 💘,True
The Hungry Lamb: Traveling in the Late Ming Dynasty,22-04-2024,0.0191159680918074,0.2998199279711884,0.1063125245618365,5.515544910785541,97,"零创游戏(ZerocreationGame),2P Games",零创游戏(ZerocreationGame),True
Sex Magic 🔮,24-02-2024,0.0002579831805376,0.2998199279711884,0.0009295899911207,1.5494840840141335,74,Lust Desires 🖤,Lust Desires 🖤,True
Tomorrow's Love Puzzle,25-01-2024,0.0012899159026883,0.2998199279711884,0.0097535085502284,4.02736735920015,72,"柚元(上海)文化传媒有限公司,优酷视频",柚元(上海)文化传媒有限公司,True
Proud To Love,11-03-2024,0.0059791912653466,0.2998199279711884,0.0442117694090595,3.294202673527737,85,"Master Entertainment,LGD Gaming",Master Entertainment,True
Escort's Secrets 18+,06-01-2024,0.0001932433912224,0.2998199279711884,0.0006272993805418,2.715271067892765,65,BanzaiProject,BanzaiProject,True
We Are Lost,20-02-2024,0.0002652379408478,0.2998199279711884,0.0008861820794406,2.226043906490635,72,MaDDoG,MaDDoG,True
Sex Faculty🔞,09-03-2024,0.000210550711783,0.2998199279711884,0.0007518145984921,1.8866371645860305,76,BanzaiProject,BanzaiProject,True
Old School Rally,18-07-2024,0.000391399198619,0.2998199279711884,0.002458226549774,3.3328854130189614,93,Astrolabe Games,Frozen Lake Games,True
灵境·修仙界,21-06-2024,4.980734544806734e-05,0.2998199279711884,4.7435748611743744e-05,8.868584048963351,87,深圳市灵境互娱科技有限公司,深圳市灵境互娱科技有限公司,True
Toy Shire,26-08-2024,0.0002501428341934,0.2998199279711884,0.0013686821711536,2.655938235656375,99,Catoptric Games,Bluespy Studios,True
Hoofobia,23-02-2024,0.0002787714847449,0.2998199279711884,0.0013135094983639,2.208382853909323,72,Deathyell Games,Deathyell Games,True
California Swingers Club - Season 1: Sea Swap,13-03-2024,0.0002090216815831,0.2998199279711884,0.0008822411742413,1.2747399147093406,59,Swingers Club,Swingers Club,True
My Shameless StepMom,18-05-2024,0.0002751278383111,0.2998199279711884,0.0008788218594361,1.510390495129179,71,Lust Desires 🖤,Lust Desires 🖤,True
Stellar Initiative,27-05-2024,0.0003887965940234,0.2998199279711884,0.0024810026636462,7.096431675244657,72,Five Head Games,Five Head Games,True
Sex Universe [18+],11-05-2024,0.0001228104043543,0.2998199279711884,0.0001257032849589,1.3838816447480855,72,Octo Games,Octo Games,True
Oh Deer,27-06-2024,0.0055204822053742,0.2998199279711884,0.0402112290414113,1.9956875027904464,87,Cozy Cabin Studios,Cozy Cabin Studios,True
Megaloot,30-08-2024,0.0032665940930375,0.2998199279711884,0.0234240740278178,7.072853564425466,85,"Ravenage Games,INSTINCT3",axilirate,True
BROKE PROTOCOL: Online City RPG,26-06-2024,0.0031953803247907,0.2998199279711884,0.0047177271594262,9.725358535580774,75,Cylinder Studios,Cylinder Studios,True
Captain Firehawk and the Laser Love Situation,09-02-2024,8.85210888074404e-05,0.2998199279711884,0.0001925537871258,1.8602411007512127,76,Portland Caviar,Portland Caviar,True
Tallowmere 2: Curse of the Kittens,19-02-2024,0.0003635513294462,0.2998199279711884,0.0013616407008343,18.52500735091892,83,"Chris McFarland,Lightning Games",Chris McFarland,True
Mech Builder,16-07-2024,0.0002604881874609,0.2998199279711884,0.0013545412760268,4.219712973890713,75,Don Pachi,Don Pachi,True
Darkness Revenge,08-02-2024,0.0001234610555032,0.2998199279711884,0.0004762989614729,3.036385164083652,81,Hematite,Hematite,True
Dishwashing Simulator,03-04-2024,0.0003683010828331,0.2998199279711884,0.002147677424623,4.485264365334047,90,Frinky,"Frinky,Frosty",True
Kingsgrave,17-04-2024,0.0004103656796093,0.2998199279711884,0.0021661938836108,3.649236971474798,78,Alawar,Egg or Chicken Games,True
Brothel Secrets 🔞,27-01-2024,0.0001535211385822,0.2998199279711884,0.0003035366320757,1.60275482219499,77,Octo Games,Octo Games,True
Just Xiangqi,15-01-2024,0.0005700680041061,0.2998199279711884,0.0029623146883506,10.496655937885572,86,Studio Amateur,Studio Amateur,True
Kādomon: Hyper Auto Battlers,25-03-2024,0.0004767320967968,0.2998199279711884,0.0030640248151845,9.378672564556648,69,Fireshine Games,Dino Rocket,True
Liu Shan Maker,13-05-2024,0.0004933887662086,0.2998199279711884,0.0032341502153675,2.356807953029711,81,"Playmeow,ACG creator",Xian,True
Legend of the Master Baiter,21-06-2024,0.0001431757853147,0.2998199279711884,0.0004887591764412,4.788857462263077,78,Kagura Games,BigWednesday,True
Creepy Tale: Some Other Place,30-05-2024,0.0001833860263166,0.2998199279711884,0.0008364861057881,2.7667740390690607,0,Creepy Brothers,Creepy Brothers,True
Story Of Eve 2,25-04-2024,0.000202580235209,0.2998199279711884,0.0010512074846598,2.441362377180889,82,"Mango Party,Mango Party News",SmallSqurriel,True
PERFECT CELLS PROJECT,31-07-2024,0.000188168312261,0.2998199279711884,0.0009745916512271,1.957793964661488,81,Playmeow,ShinshiMoustache,True
Sex Euphoria 💖,03-02-2024,0.0002447098971001,0.2998199279711884,0.0009743598332742,1.6484623283506317,74,Romantic Room,Romantic Room,True
Spire Horizon,14-02-2024,0.0001615566802711,0.2998199279711884,0.0006217647269164,8.823513240410309,80,Mendoka,Mendoka,True
Trinity Survivors,02-05-2024,0.0004249402653446,0.2998199279711884,0.0024662822236372,6.141025061148281,78,"Flyway Games, Inc.","Flyway Games, Inc.",True
METAL SLUG ATTACK RELOADED,18-06-2024,0.0009351483637522,0.2998199279711884,0.0070735191512634,24.327025528214605,73,SNK CORPORATION,SNK CORPORATION,True
To Be In Love With Girls Group,26-03-2024,9.727234676010538e-05,0.2998199279711884,0.0002074770678436,4.368679644745055,68,光禾文化,光禾文化,True
A Difficult Game About Climbing,06-03-2024,0.0039598303596298,0.2998199279711884,0.0320420802902639,8.13506057547006,89,Pontypants,Pontypants,True
Escape Memoirs: Safe House,19-07-2024,0.0001224525462224,0.2998199279711884,0.0004918307643171,3.980908947622048,97,0 Deer Soft Partnership,0 Deer Soft,True
Orgasm Academy 💦,13-04-2024,0.0001712839149471,0.2998199279711884,0.0004962932599104,2.698963040803605,83,Lust Desires 🖤,Lust Desires 🖤,True
Lilim wants to Lv up♥,27-08-2024,0.0001437939039062,0.2998199279711884,0.0006151868925029,4.206552409983751,81,Playmeow,"Yoü studio,Maker製造機",True
Towerful Defense: A Rogue TD,29-07-2024,0.0001385236296001,0.2998199279711884,0.0004651137452456,4.435117143496472,78,Mini Fun Games,Mini Fun Games,True
SEX Airlines 🔞✈️,13-07-2024,0.0001623374616498,0.2998199279711884,0.0004616364759521,1.330472437003454,72,Play & Cum 💦,Play & Cum 💦,True
Duck Detective: The Secret Salami,23-05-2024,0.0025681851498114,0.2998199279711884,0.0186325708048817,1.679108723483934,96,Happy Broccoli Games,Happy Broccoli Games,True
The Assistant Season 2,29-08-2024,0.0001233309252734,0.2998199279711884,0.0004171564062398,2.944678487160993,87,Backhole,Backhole,True
My step family,15-03-2024,0.0001526752920886,0.2998199279711884,0.0005600721742014,0.8797257734494592,56,Kun family,Kun family,True
The Necromancer Arises,25-03-2024,0.000147730343357,0.2998199279711884,0.0005895710087077,2.176031510339552,82,Whiteleaf Studio,Whiteleaf Studio,True
XiuzhenWorld / 修真世界,30-04-2024,0.0002207984673782,0.2998199279711884,0.0006238800657366,85.5434139318437,77,Noforgetit,Noforgetit,True
Step-Sister's Pussy 🔞,04-05-2024,0.0003635513294462,0.2998199279711884,0.0017071363823846,1.359626699786155,66,Lust Desires 🖤,Lust Desires 🖤,True
Sassy Girl,19-01-2024,5.833087549861839e-05,0.2998199279711884,2.7876108835978887e-05,6.087152285368983,89,Hematite,Hematite,True
Hot & Lewd: Miami,15-06-2024,0.0001038764559214,0.2998199279711884,2.694883702438703e-05,1.837841333011866,90,Lust Desires 🖤,Lust Desires 🖤,True
Sex College 🔞,23-03-2024,0.000198481132971,0.2998199279711884,0.0008069872712818,4.650505722876416,75,Lust Desires 🖤,Lust Desires 🖤,True
ダンジョンアーティファクト,03-04-2024,0.000183125765857,0.2998199279711884,0.0008014815949005,10.618725788107303,95,ExertionGame,いとこん,True
The Fancy Pants Adventures: Classic Pack,18-02-2024,0.0001821172565762,0.2998199279711884,0.0008151298768774,2.7194622738017378,94,2 Left Thumbs,Borne Games,True
"美女,应接不暇",14-05-2024,0.0002467269156617,0.2998199279711884,0.0009559013287747,4.90755358007216,89,筠悦游戏,筠悦游戏,True
ODDADA,15-08-2024,8.458464935661339e-05,0.2998199279711884,0.0001820350475131,2.9408445555530567,97,Sven Ahlgrimm,"Sven Ahlgrimm,Mathilde Hoffmann,Bastian Clausdorff",True
Silent Rain,15-07-2024,0.0001582383594117,0.2998199279711884,0.000553262521835,3.669721526285395,67,Seedlers Interactive,"2Brains&Coffee,Seedlers Interactive",True
Project Unknown,12-07-2024,0.0002621148153331,0.2998199279711884,0.0014667991197176,2.970398153906548,89,Nightmare Studios,PsychoRavens,True
CUM Queens 🔞💦,10-02-2024,0.0003190793234191,0.2998199279711884,0.001281026007714,1.5889476459175789,67,BanzaiProject,BanzaiProject,True
Chinese Online Game,18-07-2024,0.00674702468616,0.2998199279711884,0.0507716379311893,7.568376324435929,74,Wise Games,648工作室,True
Lucky Mark,19-04-2024,5.839594061350808e-05,0.2998199279711884,9.93919473049978e-06,9.75066144618542,58,Super Alex,Super Alex,True
Family Breeding,04-05-2024,0.0002843670846254,0.2998199279711884,0.0015894597940448,2.2619202418359845,81,Whiteleaf Studio,Whiteleaf Studio,True
"Sex and the Furry Titty 3: Come Inside, Sweety",16-05-2024,0.0003150127537384,0.2998199279711884,0.0017558181524932,4.081956048561926,91,Furlough Games PBS,Furlough Games,True
Mini Settlers,08-08-2024,0.0003022599912201,0.2998199279711884,0.0018581078242094,7.611946295559626,95,"Goblinz Publishing,IndieArk",Knight Owl Games,True
MY DESTINY GIRLS,28-03-2024,0.0003065217562453,0.2998199279711884,0.0018541089645219,10.631953086248698,88,EpicDream Games,EpicDream Games,True
SCP: EVENT CLASSIFIED,26-04-2024,6.99449985064303e-05,0.2998199279711884,1.272101016527524e-05,2.122494912582087,51,Archotech,Archotech,True
The Renovator: Origins,13-07-2024,5.813568015394928e-05,0.2998199279711884,1.622725670285673e-05,2.9416790482101822,84,Peace_Studio,Peace_Studio,True
Mini Airways,30-07-2024,0.0007806187158892,0.2998199279711884,0.0054090952267002,6.443859027040861,0,Erabit,CCC Games,True
女神保卫战,24-05-2024,0.0002077529118428,0.2998199279711884,0.0010709989423885,5.124420630852716,75,我的同居女神竟是小姨子,我的同居女神竟是小姨子,True
Arctic Eggs,16-05-2024,0.0007893049087269,0.2998199279711884,0.0046805783324743,1.8052762578319173,97,CRITICAL REFLEX,"The Water Museum,cockydoody,abmarnie,Cameron Ginex",True
Misha's incident,21-01-2024,0.0002824801962936,0.2998199279711884,0.0017945607278712,3.379960284632395,86,Zetlaff,Zetlaff,True
Computer Repair Shop,12-01-2024,0.0007186116613993,0.2998199279711884,0.0046047159073884,4.467348573895426,0,Cheesecake Dev,Cheesecake Dev,True
Roommates,07-02-2024,0.0001118143999379,0.2998199279711884,0.0003006389076645,3.815552727126738,93,Octaday,Octaday,True
Tactic Boxing,24-03-2024,0.0001060561372702,0.2998199279711884,0.0002357009036089,7.929103182478144,78,Stately Eagle Games,Stately Eagle Games,True
Wishful Journey:Love Across Time,24-04-2024,0.0002221973673483,0.2998199279711884,0.0012000925649085,4.065350388485396,91,Hillhouse Holdings Limited,Hillhouse Holdings Limited,True
Pampas & Selene: The Maze of Demons,21-05-2024,0.0001436637736764,0.2998199279711884,0.0004857745202976,7.261998140753362,93,Unepic Games,@unepic_fran,True
Sex Detective [18+],20-01-2024,0.0001772699055169,0.2998199279711884,0.0005312687935538,2.62368680328011,74,BanzaiProject,BanzaiProject,True
Path of Achra,07-05-2024,0.000853296449221,0.2998199279711884,0.0057315539991813,28.54435664963007,99,Slouching Beast LLC,Ulfsire,True
A fascinating story,14-06-2024,0.000150072687493,0.2998199279711884,0.00051686710323,2.751939126006837,75,Lovely Games,L&P,True
"YEAH! YOU WANT ""THOSE GAMES,"" RIGHT? SO HERE YOU GO! NOW, LET'S SEE YOU CLEAR THEM! 2",17-07-2024,0.0002044345909834,0.2998199279711884,0.0012216806117722,1.7390408856523605,81,D3PUBLISHER,MONKEYCRAFT Co. Ltd.,True
STEPMOM: Milf Scandal 💖,06-04-2024,0.0002614641641842,0.2998199279711884,0.0011586261285839,1.6881789681934547,74,Lust Desires 🖤,Lust Desires 🖤,True
Criminal Attraction,26-07-2024,8.715472139475663e-05,0.2998199279711884,0.0002323395432919,4.776792523236554,83,Space Samurai Studio,Space Samurai Studio,True
Lust Mansion 🔞,01-06-2024,0.000146559171289,0.2998199279711884,0.0002409168075491,1.916627332247729,87,Lust Desires 🖤,Lust Desires 🖤,True
Charming Hearts,13-06-2024,0.0002449376250022,0.2998199279711884,0.001194528934039,6.750066937296435,88,坤舆科技,"坤舆科技,一冉影视",True
Lotus Lantern: Rescue Mother,11-04-2024,0.0027096692421391,0.2998199279711884,0.0192437298604531,6.675683909404666,80,Plaisir Games,Unstable Games,True
Cyber Manhunt 2: New World - The Hacking Simulator,09-05-2024,0.0029395117604869,0.2998199279711884,0.0215172264790115,5.428407888662228,92,Spiral Up Games,Aluba Studio,True
CUCKOLD'S GYM,29-02-2024,0.0003297174697035,0.2998199279711884,0.0015358518924371,1.1268257494695315,52,GeoCuck Group,GeoCuck Group,True
Love Sucks: Night Two,26-04-2024,0.0002556083038441,0.2998199279711884,0.0015416763185037,7.128949548171759,0,Critical Bliss,Art Witch Studios,True
Absolute Fear -AOONI- / 最恐 -青鬼-,25-04-2024,0.0003061638981134,0.2998199279711884,0.0015478774487437,3.0040921096982327,46,"LiTMUS Co., Ltd.","LiTMUS Co., Ltd.",True
Honeymoon : Mystery Journey,04-04-2024,0.0001997173701539,0.2998199279711884,0.0010227518309416,1.613685089483286,86,"Mango Party,Mango Party News",Gentleman.LTD,True
Aooni,25-07-2024,0.0003635513294462,0.2998199279711884,0.0014315917681213,2.6583768987342653,72,Game Studio Inc.,Game Studio Inc.,True
Mothers and Daughters,02-01-2024,0.0002234336045312,0.2998199279711884,0.001268362952037,4.364727003460155,67,Spin256,Spin256,True
Handsome Me with 100 Girlfriends!,11-04-2024,0.0002574301270611,0.2998199279711884,0.0014341417656031,2.3062527099058565,57,Day Day Up！,philosophy♂,True
Death From Above,22-02-2024,0.0002817319474724,0.2998199279711884,0.0015357070062166,2.636919618604075,96,Lesser Evil,Rockodile,True
Hot Office: Sex Story 🔞,17-02-2024,0.0003432510136006,0.2998199279711884,0.0015311575788909,1.6649434272010375,74,Romantic Room,Romantic Room,True
Fatermyth,23-04-2024,0.0002679706756732,0.2998199279711884,0.0015074831704512,7.219293184789795,84,Merlion Games,KDream,True
Fuck You Witch,29-03-2024,0.0002487114016658,0.2998199279711884,0.0012848510039369,0.9673952756904698,92,Beshbarmak games,Beshbarmak games,True
SEX Campus🔞,02-03-2024,0.0004110488633156,0.2998199279711884,0.0018366067090781,1.400893717921749,70,Romantic Room,Romantic Room,True
BORE BLASTERS,08-03-2024,0.0006059188824103,0.2998199279711884,0.0035169391406589,7.815683895628099,84,8BitSkull,8BitSkull,True
Moose Miners,10-05-2024,0.0006393623514636,0.2998199279711884,0.0039692449440069,30.35383039123571,69,Lingon Studios,Lingon Studios,True
Turlock Holmes,21-02-2024,0.0008725557232283,0.2998199279711884,0.003825720653919,6.043817491612786,75,Neverland Entertainment,Find the Lamp Games,True
Old Market Simulator,21-05-2024,0.0008052133293175,0.2998199279711884,0.0044501802645378,8.685694388370663,93,"Alcedo Games,Gamersky Games",Alcedo Games,True
Backrooms Rec.,06-03-2024,0.0006327257097449,0.2998199279711884,0.0044761438752624,1.9294587589570893,72,Liminal Logic,Liminal Logic,True
LOCKDOWN Protocol,22-07-2024,0.00627364344278,0.2998199279711884,0.0497208651051911,9.475271119605496,0,Mirage Creative Lab,Mirage Creative Lab,True
Spectral Scream,28-08-2024,0.0005578032299494,0.2998199279711884,0.0034763130444135,4.114998906714487,84,STOIC Ent.,STOIC Ent.,True
Sinister Night 2,03-04-2024,0.0012001911092554,0.2998199279711884,0.0088836696364671,60.02804119836794,82,Bug Inventors,Bug Inventors,True
Craftomation 101: Programming & Craft,19-02-2024,0.0004147250423069,0.2998199279711884,0.002416151591323,12.247192066961416,88,Luden.io,Luden.io,True
Dungeon Exiles,07-08-2024,0.0001042993791681,0.2998199279711884,0.0003532326057282,8.265966155033187,77,Gronkins,Gronkins,True
"Sex, Camera, Action! 🔞",27-07-2024,0.0001531958130078,0.2998199279711884,0.00029637925278,1.8185943631721628,78,Play & Cum 💦,Play & Cum 💦,True
Unbeatable professional me with 100 girlfriends,17-05-2024,9.922430020679649e-05,0.2998199279711884,0.0002956258444331,2.531206269062915,66,Day Day Up！,philosophy♂,True
Cluckmech Oasis,09-05-2024,0.0024993787908155,0.2998199279711884,0.0182083729283226,22.85835077991378,87,Mammorize,BlackLight,True
A Day Out,27-06-2024,0.0006562792813349,0.2998199279711884,0.0051569642256796,5.069955151525373,80,KevTheDev,"KevTheDev,gamesbychris",True
Garten of Banban 7,10-05-2024,0.0013458068363786,0.2998199279711884,0.0103560613642984,4.023750790547608,83,Euphoric Brothers,Euphoric Brothers,True
SILENT BREATH,05-04-2024,0.0017961224965302,0.2998199279711884,0.0132763010941981,1.253684919186634,70,EXODIAC STUDIOS,EXODIAC STUDIOS,True
Baisu,30-05-2024,7.420676353170582e-05,0.2998199279711884,0.000169632787033,1.3899661468439524,87,Tripleducks studio,Tripleducks studio,True
Seven Lovers In The House,26-03-2024,0.0014052112862729,0.2998199279711884,0.008263788430418,5.261912776052523,82,Concrete Interactive顽石发行,Tofu Studio,True
Lovey-Dovey Lockdown,13-03-2024,0.0012992852792324,0.2998199279711884,0.0093008839971952,1.7328866681044426,0,"Mango Party,LewdLoco,Mango Party News","樹懶叫工作室,Sloth Gamer,Maker製造機",True
Spanky!,29-04-2024,0.0001630206453561,0.2998199279711884,0.0007031618056277,2.4737233399859564,83,HappyHead Games,HappyHead Games,True
Secrets of the Heartbeat,07-06-2024,0.0004004107170312,0.2998199279711884,0.0010143194529049,2.6283030530483527,89,RainbowGame,RainbowGame,True
Boyhood's End,05-09-2024,0.0001198499416268,0.3298319327731092,0.0005328045874918,1.7971319180139649,86,"WSS playground,Alliance Arts","WSS playground,buriki clock",True
Virtua Unlimited Project,24-04-2024,0.000109992576721,0.3298319327731092,0.000460825113117,7.486923043711081,0,Neverland Entertainment,Virtua Ride System,True
Gym Simulator 24,19-07-2024,0.003527342540958,0.3298319327731092,0.0250249508560428,4.271517013003123,90,Red Axe Games,Quatech,True
Cartel Simulator,06-01-2024,0.0002529081015762,0.3298319327731092,0.0015282888317238,6.277972444255539,69,ITK,ITK,True
MWNeus,12-08-2024,0.0005325254328147,0.3298319327731092,0.0036356299325427,1.5783624783835415,85,CLLGames,CLLGames,True
Solo leeching~35-Year-Old Magician Journey,21-06-2024,0.000489322196528,0.3298319327731092,0.0034835573554416,1.780681503149469,88,072 Project,アンクルおじ,True
Lazaret,20-02-2024,0.0001212163090395,0.3298319327731092,0.0005577539946724,2.9691842032890894,88,Aegon Games,Aegon Games,True
LipTrip ~My Boss Is My Heat Suppressant?!~,14-04-2024,0.0001907058517417,0.3298319327731092,0.0011026710702032,2.229134939512905,83,"HUBLOTS,LoveStoryProject",SukeraSomero,True
Elf Discipline Ceremony,23-02-2024,8.634140745863536e-05,0.3298319327731092,0.0001470595138696,1.317406278655748,69,072 Project,Flag shadow,True
恋爱单选题,18-07-2024,0.0023908501791795,0.3298319327731092,0.0193585377016258,6.164275466198359,85,"无忧传媒,指间宇宙",无忧传媒,True
Monster Girl Conquest Records Battle Orc,09-05-2024,9.414922124539966e-05,0.3298319327731092,0.0003569127157305,2.6832910240482435,93,Shady Corner Games,mozu field,True
Deck of Souls,20-06-2024,5.7647691792276505e-05,0.3298319327731092,4.7754498296978336e-05,4.267184962289173,92,HeroCraft PC,Bigboot Studios,True
Fatal Countdown - immoral List of Desires,09-04-2024,0.0003799152058409,0.3298319327731092,0.0026793229223504,1.786202605335042,83,"Playmeow,ACG creator",Secret Garden,True
CATO: Buttered Cat,05-09-2024,0.0001533259432375,0.3298319327731092,0.0007982361435599,2.413951122043976,99,GCORES PUBLISHING,Team Woll,True
Felvidek,29-03-2024,0.0010961845231042,0.3298319327731092,0.0092604317644145,3.3707920864324303,99,Tutto Passa,"Jozef Pavelka,Vlado Ganaj",True
Rise of Gun,25-03-2024,0.0010427985963372,0.3298319327731092,0.007309364941093,4.866904160347173,85,PimpGameStudio,PimpGameStudio,True
Bingle Bingle,18-03-2024,0.0009581814144232,0.3298319327731092,0.0081306669709663,3.3555247951829443,87,Knitting Games,Knitting Games,True
X-Angels,21-06-2024,0.0011764098097632,0.3298319327731092,0.0093014925193215,3.835195609566381,93,"Mango Party,Barance Studio,Mango Party News",Barance Studio,True
异常情绪回收组,28-01-2024,0.0003071398748368,0.3298319327731092,0.0021053706482192,12.301525684306291,85,墨元素,墨元素,True
Colony City 27λ,26-03-2024,0.0006811016226654,0.3298319327731092,0.0051324494771606,4.235837414783542,90,Playmeow,Bunny Eats Tiger,True
Factory Outlet Simulator,15-07-2024,0.0003824527453216,0.3298319327731092,0.0024446362222853,12.264593888983066,87,PISHO,PISHO,True
Guardians of Eden-Embrace of the Forest,07-03-2024,0.0015344306044438,0.3298319327731092,0.0121714857079305,3.4102798584792144,93,"Mango Party,Mango Party News",Black Cat Entertainment,True
Self Defense Dojo,11-04-2024,0.0015727214245564,0.3298319327731092,0.0125693142923475,9.62940872357666,87,WAKUWAKU,WAKUWAKU,True
Smash Girls,25-06-2024,0.0006769699878699,0.3298319327731092,0.0051271756187322,1.62018681861316,84,"Mango Party,Mango Party News",18bitStudio,True
彷徨之街 The Street of Adrift,20-05-2024,0.0011067576042738,0.35984393757503,0.0050773637361033,9.590101408610204,76,LoveStoryProject,Caramel-Mocha Studio,True
Anomaly Agent,24-01-2024,0.001863172097424,0.35984393757503,0.0102683762236148,10.02888096448273,97,"Phew Phew Games,GameDev.ist",Phew Phew Games,True
道衍诀,08-05-2024,0.0006183137867968,0.35984393757503,0.004854760546833,8.306483637567908,66,宁德动游网络科技有限公司,宁德动游网络科技有限公司,True
How to lose one's virginity,25-04-2024,0.0006137592287545,0.35984393757503,0.0050075285777928,4.968943677656601,86,VisualPointG,VisualPointG,True
Knightly Passions,26-04-2024,0.0012310645062706,0.35984393757503,0.0105539759415851,8.01276168996395,92,FEYADA,FEYADA,True
Right and Down and Dice,23-01-2024,7.287292867646692e-05,0.35984393757503,0.0001916265153142,8.24860646412999,87,mc2games,mc2games,True
Repair this!,19-04-2024,0.0004065593703883,0.35984393757503,0.0033017251486373,7.129466789211678,88,hgiSoft,hgiSoft,True
Plane Accident,20-02-2024,0.0001554730920289,0.35984393757503,0.0008201429401088,1.9297327606821149,70,"Duality Games,HeartBeat Games","White Pig Games,Spirit Games Studio",True
Dungeon Looter,13-05-2024,8.116873082490399e-05,0.35984393757503,9.968171974612024e-06,6.277106142414517,78,Wappen Games,Wappen Games,True
From Glory To Goo,02-04-2024,0.0004801480153285,0.35984393757503,0.0034838761051268,16.68310705082089,92,Stratagem Blue,Stratagem Blue,True
